# Experiment Results
# Name,D_A1_wall_baseline
# Architecture,11→256→3
# Memory Size,100000
# Wall Obstacle,True
# Final Record,40
# Final Avg (last 100),3.23
# Overall Avg,1.92
# Overall Std,4.33
# Block Averages (per 100 eps),"0.04, 0.62, 2.31, 3.38, 3.23"
# --- Observational Notes ---
# Training Stability (avg variance),40.86
# Max Performance Drop (forgetting),1.10
# Exploration Ended at Episode,75

Episode,Score,Record,Avg_Last_100,Steps,Memory_Usage,Variance_50,Std_50,Peak_Avg,Performance_Drop,Epsilon
122,0,1,0.06,401,21740,0.11,0.32,0.06,-0.00,0
123,0,1,0.06,401,22141,0.11,0.32,0.06,-0.00,0
124,0,1,0.06,5,22146,0.11,0.32,0.06,-0.00,0
125,0,1,0.06,401,22547,0.11,0.32,0.06,-0.00,0
126,0,1,0.06,401,22948,0.09,0.30,0.06,-0.00,0
127,2,2,0.08,601,23549,0.15,0.38,0.08,-0.00,0
128,0,2,0.08,401,23950,0.15,0.38,0.08,-0.00,0
129,0,2,0.08,401,24351,0.15,0.38,0.08,-0.00,0
130,0,2,0.08,401,24752,0.15,0.38,0.08,-0.00,0
131,0,2,0.08,401,25153,0.15,0.38,0.08,-0.00,0
132,0,2,0.08,401,25554,0.15,0.38,0.08,-0.00,0
133,1,2,0.09,170,25724,0.16,0.40,0.09,-0.00,0
134,0,2,0.09,401,26125,0.16,0.40,0.09,-0.00,0
135,0,2,0.09,401,26526,0.16,0.40,0.09,-0.00,0
136,0,2,0.09,401,26927,0.16,0.40,0.09,-0.00,0
137,0,2,0.09,401,27328,0.15,0.38,0.09,-0.00,0
138,0,2,0.09,401,27729,0.13,0.36,0.09,-0.00,0
139,0,2,0.09,401,28130,0.13,0.36,0.09,-0.00,0
140,0,2,0.09,1,28131,0.13,0.36,0.09,-0.00,0
141,0,2,0.09,401,28532,0.13,0.36,0.09,-0.00,0
142,1,2,0.10,217,28749,0.15,0.38,0.10,-0.00,0
143,0,2,0.10,401,29150,0.15,0.38,0.10,-0.00,0
144,0,2,0.10,1,29151,0.15,0.38,0.10,-0.00,0
145,0,2,0.10,1,29152,0.15,0.38,0.10,-0.00,0
146,0,2,0.10,401,29553,0.15,0.38,0.10,-0.00,0
147,0,2,0.10,401,29954,0.15,0.38,0.10,-0.00,0
148,1,2,0.11,501,30455,0.16,0.40,0.11,-0.00,0
149,0,2,0.11,401,30856,0.16,0.40,0.11,-0.00,0
150,0,2,0.11,401,31257,0.16,0.40,0.11,-0.00,0
151,0,2,0.11,401,31658,0.16,0.40,0.11,-0.00,0
152,1,2,0.12,501,32159,0.17,0.42,0.12,-0.00,0
153,0,2,0.12,401,32560,0.17,0.42,0.12,-0.00,0
154,0,2,0.12,401,32961,0.17,0.42,0.12,-0.00,0
155,0,2,0.12,401,33362,0.17,0.42,0.12,-0.00,0
156,0,2,0.12,401,33763,0.17,0.42,0.12,-0.00,0
157,0,2,0.12,401,34164,0.17,0.42,0.12,-0.00,0
158,0,2,0.12,401,34565,0.17,0.42,0.12,-0.00,0
159,0,2,0.12,3,34568,0.17,0.42,0.12,-0.00,0
160,1,2,0.13,60,34628,0.19,0.43,0.13,-0.00,0
161,0,2,0.13,401,35029,0.19,0.43,0.13,-0.00,0
162,2,2,0.15,601,35630,0.25,0.50,0.15,-0.00,0
163,0,2,0.15,401,36031,0.25,0.50,0.15,-0.00,0
164,0,2,0.15,401,36432,0.25,0.50,0.15,-0.00,0
165,0,2,0.15,401,36833,0.25,0.50,0.15,-0.00,0
166,0,2,0.15,401,37234,0.25,0.50,0.15,-0.00,0
167,0,2,0.15,401,37635,0.25,0.50,0.15,-0.00,0
168,4,4,0.19,801,38436,0.52,0.72,0.19,-0.00,0
169,0,4,0.19,401,38837,0.52,0.72,0.19,-0.00,0
170,0,4,0.19,401,39238,0.51,0.72,0.19,-0.00,0
171,0,4,0.19,5,39243,0.51,0.72,0.19,-0.00,0
172,0,4,0.19,401,39644,0.51,0.72,0.19,-0.00,0
173,0,4,0.19,1,39645,0.51,0.72,0.19,-0.00,0
174,2,4,0.21,84,39729,0.57,0.75,0.21,-0.00,0
175,0,4,0.21,401,40130,0.57,0.75,0.21,-0.00,0
176,0,4,0.20,401,40531,0.57,0.75,0.21,0.01,0
177,6,6,0.25,1001,41532,1.16,1.07,0.26,0.01,0
178,0,6,0.25,401,41933,1.16,1.07,0.26,0.01,0
